alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,airfoil_list,max_thickness,chord_at_max_thickness,max_camber,chord_at_max_camber,reynolds_no,cl_cd,max_cl_cd
9.250,1.2129,0.03744,0.02914,-0.0532,0.4383,1.0000,naca4421-il,21,30,4,40,100000,32.395833333333336,36.05867699972322
9.500,1.2034,0.03893,0.03072,-0.0487,0.4300,1.0000,naca4421-il,21,30,4,40,100000,30.91189314153609,36.05867699972322
9.750,1.3028,0.03613,0.02763,-0.0573,0.4237,1.0000,naca4421-il,21,30,4,40,100000,36.05867699972322,36.05867699972322
10.000,1.2226,0.04060,0.03243,-0.0445,0.4152,1.0000,naca4421-il,21,30,4,40,100000,30.113300492610836,36.05867699972322
10.250,1.2641,0.03972,0.03148,-0.0457,0.4083,1.0000,naca4421-il,21,30,4,40,100000,31.825276938569992,36.05867699972322
10.500,1.3007,0.03935,0.03104,-0.0465,0.4015,1.0000,naca4421-il,21,30,4,40,100000,33.05463786531131,36.05867699972322
10.750,1.2541,0.04302,0.03493,-0.0391,0.3931,1.0000,naca4421-il,21,30,4,40,100000,29.15155741515574,36.05867699972322
11.000,1.3456,0.03960,0.03123,-0.0451,0.3865,1.0000,naca4421-il,21,30,4,40,100000,33.97979797979797,36.05867699972322
11.250,1.2802,0.04443,0.03636,-0.0363,0.3786,1.0000,naca4421-il,21,30,4,40,100000,28.81386450596444,36.05867699972322
11.500,1.3111,0.04394,0.03582,-0.0362,0.3713,1.0000,naca4421-il,21,30,4,40,100000,29.838416021847973,36.05867699972322
11.750,1.3406,0.04373,0.03555,-0.0362,0.3641,1.0000,naca4421-il,21,30,4,40,100000,30.656300022867597,36.05867699972322
12.000,1.3002,0.04777,0.03979,-0.0309,0.3558,1.0000,naca4421-il,21,30,4,40,100000,27.21791919614821,36.05867699972322
12.250,1.3918,0.04360,0.03531,-0.0355,0.3485,1.0000,naca4421-il,21,30,4,40,100000,31.92201834862385,36.05867699972322
12.500,1.3078,0.05064,0.04274,-0.0276,0.3404,1.0000,naca4421-il,21,30,4,40,100000,25.82543443917852,36.05867699972322
12.750,1.3984,0.04598,0.03775,-0.0312,0.3327,1.0000,naca4421-il,21,30,4,40,100000,30.41322314049587,36.05867699972322
13.000,1.3297,0.05250,0.04460,-0.0252,0.3249,1.0000,naca4421-il,21,30,4,40,100000,25.327619047619052,36.05867699972322
13.250,1.3874,0.04983,0.04174,-0.0264,0.3167,1.0000,naca4421-il,21,30,4,40,100000,27.84266506120811,36.05867699972322
13.500,1.3505,0.05452,0.04663,-0.0230,0.3089,1.0000,naca4421-il,21,30,4,40,100000,24.77072633895818,36.05867699972322
13.750,1.3873,0.05337,0.04534,-0.0230,0.3005,1.0000,naca4421-il,21,30,4,40,100000,25.99400412216601,36.05867699972322
14.000,1.3659,0.05712,0.04922,-0.0208,0.2927,1.0000,naca4421-il,21,30,4,40,100000,23.91281512605042,36.05867699972322
14.250,1.3891,0.05709,0.04911,-0.0202,0.2844,1.0000,naca4421-il,21,30,4,40,100000,24.331756875109477,36.05867699972322
14.500,1.3789,0.06014,0.05224,-0.0187,0.2768,1.0000,naca4421-il,21,30,4,40,100000,22.92816760891254,36.05867699972322
14.750,1.3814,0.06204,0.05415,-0.0177,0.2689,1.0000,naca4421-il,21,30,4,40,100000,22.266279819471308,36.05867699972322
15.000,1.3944,0.06316,0.05523,-0.0170,0.2615,1.0000,naca4421-il,21,30,4,40,100000,22.077264091196962,36.05867699972322
15.250,1.3557,0.06932,0.06159,-0.0157,0.2545,1.0000,naca4421-il,21,30,4,40,100000,19.557126370455855,36.05867699972322
15.500,1.4194,0.06552,0.05751,-0.0158,0.2471,1.0000,naca4421-il,21,30,4,40,100000,21.663614163614167,36.05867699972322
15.750,1.3045,0.08040,0.07292,-0.0150,0.2413,1.0000,naca4421-il,21,30,4,40,100000,16.225124378109452,36.05867699972322
16.000,1.4273,0.06950,0.06151,-0.0144,0.2341,1.0000,naca4421-il,21,30,4,40,100000,20.53669064748201,36.05867699972322
16.250,1.3383,0.08183,0.07428,-0.0141,0.2295,1.0000,naca4421-il,21,30,4,40,100000,16.354637663448614,36.05867699972322
16.750,1.4067,0.07919,0.07139,-0.0130,0.2172,1.0000,naca4421-il,21,30,4,40,100000,17.763606515974242,36.05867699972322
17.000,0.8222,0.18607,0.17927,-0.0542,0.1986,1.0000,naca4421-il,21,30,4,40,100000,4.418767130649756,36.05867699972322
17.250,0.8199,0.19136,0.18459,-0.0570,0.1989,1.0000,naca4421-il,21,30,4,40,100000,4.2845944816053505,36.05867699972322
-16.250,-0.8642,0.06424,0.05861,-0.1012,1.0000,0.0823,naca4421-il,21,30,4,40,200000,-13.452677459526774,61.22110552763819
-16.000,-0.9048,0.05865,0.05282,-0.1021,1.0000,0.0827,naca4421-il,21,30,4,40,200000,-15.427109974424553,61.22110552763819
-15.750,-0.9373,0.05457,0.04858,-0.1015,1.0000,0.0831,naca4421-il,21,30,4,40,200000,-17.176104086494412,61.22110552763819
-15.500,-0.9666,0.05133,0.04519,-0.0999,1.0000,0.0837,naca4421-il,21,30,4,40,200000,-18.831092928112216,61.22110552763819
-15.250,-0.9952,0.04863,0.04234,-0.0973,1.0000,0.0842,naca4421-il,21,30,4,40,200000,-20.464733703475222,61.22110552763819
-15.000,-1.0239,0.04636,0.03992,-0.0939,1.0000,0.0847,naca4421-il,21,30,4,40,200000,-22.085849870578087,61.22110552763819
-14.750,-1.0533,0.04448,0.03788,-0.0896,1.0000,0.0851,naca4421-il,21,30,4,40,200000,-23.680305755395683,61.22110552763819
-14.500,-1.0833,0.04298,0.03621,-0.0843,1.0000,0.0855,naca4421-il,21,30,4,40,200000,-25.204746393671474,61.22110552763819
-14.250,-1.0938,0.04196,0.03518,-0.0803,1.0000,0.0863,naca4421-il,21,30,4,40,200000,-26.06768350810296,61.22110552763819
-14.000,-1.0974,0.04133,0.03462,-0.0767,0.9999,0.0871,naca4421-il,21,30,4,40,200000,-26.552141301717878,61.22110552763819
-13.750,-1.0746,0.04045,0.03376,-0.0779,0.9961,0.0888,naca4421-il,21,30,4,40,200000,-26.566131025957972,61.22110552763819
-13.500,-1.0601,0.03928,0.03244,-0.0784,0.9918,0.0907,naca4421-il,21,30,4,40,200000,-26.988289205702646,61.22110552763819
-13.250,-1.0511,0.03775,0.03062,-0.0779,0.9851,0.0927,naca4421-il,21,30,4,40,200000,-27.843708609271523,61.22110552763819
-13.000,-1.0216,0.03669,0.02960,-0.0796,0.9815,0.0947,naca4421-il,21,30,4,40,200000,-27.844099209593896,61.22110552763819
-12.750,-0.9884,0.03598,0.02892,-0.0818,0.9788,0.0971,naca4421-il,21,30,4,40,200000,-27.470817120622566,61.22110552763819
-12.500,-0.9744,0.03495,0.02773,-0.0809,0.9711,0.0995,naca4421-il,21,30,4,40,200000,-27.879828326180256,61.22110552763819
-12.250,-0.9473,0.03376,0.02640,-0.0822,0.9668,0.1023,naca4421-il,21,30,4,40,200000,-28.05983412322275,61.22110552763819
-12.000,-0.9096,0.03317,0.02591,-0.0849,0.9645,0.1053,naca4421-il,21,30,4,40,200000,-27.422369611094364,61.22110552763819
-11.750,-0.8964,0.03241,0.02502,-0.0832,0.9557,0.1081,naca4421-il,21,30,4,40,200000,-27.658130206726316,61.22110552763819
-11.500,-0.8659,0.03139,0.02390,-0.0847,0.9518,0.1116,naca4421-il,21,30,4,40,200000,-27.58521822236381,61.22110552763819
-11.250,-0.8271,0.03078,0.02335,-0.0874,0.9495,0.1153,naca4421-il,21,30,4,40,200000,-26.871345029239766,61.22110552763819
-11.000,-0.8153,0.03018,0.02258,-0.0851,0.9401,0.1186,naca4421-il,21,30,4,40,200000,-27.014579191517562,61.22110552763819
-10.750,-0.7814,0.02934,0.02179,-0.0868,0.9363,0.1225,naca4421-il,21,30,4,40,200000,-26.632583503749146,61.22110552763819
-10.500,-0.7435,0.02873,0.02115,-0.0892,0.9337,0.1272,naca4421-il,21,30,4,40,200000,-25.87887225896276,61.22110552763819
-10.250,-0.7276,0.02813,0.02039,-0.0875,0.9256,0.1309,naca4421-il,21,30,4,40,200000,-25.865623889086386,61.22110552763819
-10.000,-0.6949,0.02755,0.01994,-0.0888,0.9209,0.1350,naca4421-il,21,30,4,40,200000,-25.223230490018146,61.22110552763819
-9.750,-0.6591,0.02695,0.01918,-0.0906,0.9178,0.1403,naca4421-il,21,30,4,40,200000,-24.456400742115026,61.22110552763819
-9.500,-0.6179,0.02613,0.01844,-0.0935,0.9159,0.1452,naca4421-il,21,30,4,40,200000,-23.64714887102947,61.22110552763819
-9.250,-0.6010,0.02583,0.01812,-0.0916,0.9072,0.1491,naca4421-il,21,30,4,40,200000,-23.267518389469608,61.22110552763819
-9.000,-0.5691,0.02524,0.01736,-0.0925,0.9025,0.1539,naca4421-il,21,30,4,40,200000,-22.547543581616484,61.22110552763819
-8.750,-0.5279,0.02449,0.01675,-0.0952,0.9002,0.1589,naca4421-il,21,30,4,40,200000,-21.555737035524704,61.22110552763819
-8.500,-0.4880,0.02388,0.01604,-0.0975,0.8981,0.1645,naca4421-il,21,30,4,40,200000,-20.435510887772196,61.22110552763819
-8.250,-0.4476,0.02306,0.01524,-0.1000,0.8963,0.1695,naca4421-il,21,30,4,40,200000,-19.410234171725932,61.22110552763819
-8.000,-0.4353,0.02287,0.01509,-0.0970,0.8852,0.1730,naca4421-il,21,30,4,40,200000,-19.033668561434194,61.22110552763819
-7.750,-0.3994,0.02231,0.01443,-0.0984,0.8816,0.1784,naca4421-il,21,30,4,40,200000,-17.90228597041685,61.22110552763819
-7.500,-0.3609,0.02154,0.01370,-0.1004,0.8789,0.1837,naca4421-il,21,30,4,40,200000,-16.754874651810585,61.22110552763819
-7.250,-0.3346,0.02120,0.01338,-0.0999,0.8723,0.1885,naca4421-il,21,30,4,40,200000,-15.783018867924529,61.22110552763819
-7.000,-0.3089,0.02085,0.01293,-0.0994,0.8648,0.1938,naca4421-il,21,30,4,40,200000,-14.815347721822542,61.22110552763819
-6.750,-0.2735,0.02020,0.01235,-0.1006,0.8607,0.1996,naca4421-il,21,30,4,40,200000,-13.539603960396041,61.22110552763819
-6.500,-0.2356,0.01972,0.01183,-0.1023,0.8575,0.2067,naca4421-il,21,30,4,40,200000,-11.947261663286003,61.22110552763819
-6.250,-0.2184,0.01949,0.01158,-0.1002,0.8467,0.2121,naca4421-il,21,30,4,40,200000,-11.20574653668548,61.22110552763819
-6.000,-0.1855,0.01901,0.01116,-0.1009,0.8412,0.2187,naca4421-il,21,30,4,40,200000,-9.75802209363493,61.22110552763819
-5.750,-0.1489,0.01861,0.01061,-0.1022,0.8370,0.2268,naca4421-il,21,30,4,40,200000,-8.00107469102633,61.22110552763819
-5.500,-0.1306,0.01828,0.01041,-0.1003,0.8260,0.2331,naca4421-il,21,30,4,40,200000,-7.144420131291028,61.22110552763819
-5.250,-0.0978,0.01790,0.00997,-0.1010,0.8197,0.2423,naca4421-il,21,30,4,40,200000,-5.4636871508379885,61.22110552763819
-5.000,-0.0704,0.01750,0.00960,-0.1007,0.8121,0.2512,naca4421-il,21,30,4,40,200000,-4.022857142857143,61.22110552763819
-4.750,-0.0448,0.01727,0.00935,-0.1001,0.8029,0.2611,naca4421-il,21,30,4,40,200000,-2.594093804284887,61.22110552763819
-4.500,-0.0121,0.01678,0.00887,-0.1008,0.7966,0.2721,naca4421-il,21,30,4,40,200000,-0.7210965435041716,61.22110552763819
-4.250,0.0101,0.01665,0.00873,-0.0995,0.7859,0.2828,naca4421-il,21,30,4,40,200000,0.6066066066066065,61.22110552763819
-4.000,0.0397,0.01627,0.00838,-0.0997,0.7779,0.2945,naca4421-il,21,30,4,40,200000,2.440073755377996,61.22110552763819
-3.500,0.0923,0.01586,0.00799,-0.0987,0.7596,0.3180,naca4421-il,21,30,4,40,200000,5.819672131147541,61.22110552763819
-3.250,0.1225,0.01567,0.00773,-0.0990,0.7518,0.3304,naca4421-il,21,30,4,40,200000,7.817485641352904,61.22110552763819
-3.000,0.1456,0.01553,0.00766,-0.0979,0.7410,0.3421,naca4421-il,21,30,4,40,200000,9.375402446877013,61.22110552763819
-2.750,0.1766,0.01532,0.00740,-0.0983,0.7332,0.3554,naca4421-il,21,30,4,40,200000,11.527415143603134,61.22110552763819
-2.500,0.1993,0.01526,0.00738,-0.0972,0.7225,0.3684,naca4421-il,21,30,4,40,200000,13.060288335517694,61.22110552763819
-2.250,0.2278,0.01508,0.00721,-0.0971,0.7143,0.3825,naca4421-il,21,30,4,40,200000,15.10610079575597,61.22110552763819
-2.000,0.2530,0.01501,0.00716,-0.0965,0.7050,0.3979,naca4421-il,21,30,4,40,200000,16.855429713524316,61.22110552763819
-1.750,0.2792,0.01490,0.00707,-0.0960,0.6959,0.4159,naca4421-il,21,30,4,40,200000,18.738255033557046,61.22110552763819
-1.500,0.3066,0.01479,0.00700,-0.0958,0.6876,0.4364,naca4421-il,21,30,4,40,200000,20.73022312373225,61.22110552763819
-1.250,0.3301,0.01469,0.00700,-0.0948,0.6781,0.4592,naca4421-il,21,30,4,40,200000,22.471068754254595,61.22110552763819
-1.000,0.3590,0.01459,0.00691,-0.0949,0.6708,0.4878,naca4421-il,21,30,4,40,200000,24.605894448252226,61.22110552763819
-0.750,0.3813,0.01453,0.00700,-0.0937,0.6619,0.5176,naca4421-il,21,30,4,40,200000,26.24225739848589,61.22110552763819
-0.500,0.4063,0.01442,0.00702,-0.0930,0.6538,0.5519,naca4421-il,21,30,4,40,200000,28.17614424410541,61.22110552763819
-0.250,0.4332,0.01440,0.00707,-0.0926,0.6465,0.5897,naca4421-il,21,30,4,40,200000,30.083333333333332,61.22110552763819
0.000,0.4551,0.01438,0.00722,-0.0912,0.6380,0.6274,naca4421-il,21,30,4,40,200000,31.648122392211405,61.22110552763819
0.250,0.4814,0.01437,0.00729,-0.0906,0.6311,0.6660,naca4421-il,21,30,4,40,200000,33.50034794711204,61.22110552763819
0.500,0.5063,0.01444,0.00744,-0.0897,0.6241,0.7022,naca4421-il,21,30,4,40,200000,35.06232686980609,61.22110552763819
0.750,0.5290,0.01447,0.00758,-0.0884,0.6162,0.7357,naca4421-il,21,30,4,40,200000,36.55839668279199,61.22110552763819
1.000,0.5554,0.01451,0.00766,-0.0877,0.6095,0.7683,naca4421-il,21,30,4,40,200000,38.277050310130946,61.22110552763819
1.250,0.5789,0.01463,0.00786,-0.0864,0.6024,0.8000,naca4421-il,21,30,4,40,200000,39.56937799043062,61.22110552763819
1.500,0.6013,0.01472,0.00802,-0.0849,0.5946,0.8305,naca4421-il,21,30,4,40,200000,40.84918478260869,61.22110552763819
1.750,0.6286,0.01486,0.00812,-0.0842,0.5882,0.8588,naca4421-il,21,30,4,40,200000,42.30148048452221,61.22110552763819
2.000,0.6539,0.01508,0.00839,-0.0832,0.5813,0.8857,naca4421-il,21,30,4,40,200000,43.362068965517246,61.22110552763819
2.250,0.6823,0.01529,0.00862,-0.0829,0.5741,0.9104,naca4421-il,21,30,4,40,200000,44.623937213865275,61.22110552763819
2.500,0.7187,0.01552,0.00876,-0.0842,0.5679,0.9308,naca4421-il,21,30,4,40,200000,46.30798969072165,61.22110552763819
2.750,0.7561,0.01583,0.00903,-0.0860,0.5613,0.9478,naca4421-il,21,30,4,40,200000,47.76373973468098,61.22110552763819
3.000,0.7952,0.01609,0.00928,-0.0883,0.5541,0.9625,naca4421-il,21,30,4,40,200000,49.42200124300808,61.22110552763819
3.250,0.8459,0.01633,0.00942,-0.0929,0.5474,0.9710,naca4421-il,21,30,4,40,200000,51.800367421922836,61.22110552763819
3.500,0.8941,0.01664,0.00968,-0.0972,0.5407,0.9805,naca4421-il,21,30,4,40,200000,53.73197115384616,61.22110552763819
3.750,0.9427,0.01688,0.00992,-0.1016,0.5331,0.9907,naca4421-il,21,30,4,40,200000,55.84715639810427,61.22110552763819
4.250,1.0212,0.01726,0.01016,-0.1070,0.5207,1.0000,naca4421-il,21,30,4,40,200000,59.1657010428737,61.22110552763819
4.500,1.0287,0.01739,0.01032,-0.1035,0.5147,1.0000,naca4421-il,21,30,4,40,200000,59.154686601495115,61.22110552763819
4.750,1.0424,0.01751,0.01040,-0.1011,0.5090,1.0000,naca4421-il,21,30,4,40,200000,59.531696173615074,61.22110552763819
5.000,1.0653,0.01773,0.01048,-0.1003,0.5037,1.0000,naca4421-il,21,30,4,40,200000,60.08460236886633,61.22110552763819
5.250,1.0729,0.01794,0.01076,-0.0967,0.4981,1.0000,naca4421-il,21,30,4,40,200000,59.80490523968784,61.22110552763819
5.500,1.0853,0.01812,0.01095,-0.0938,0.4920,1.0000,naca4421-il,21,30,4,40,200000,59.89514348785871,61.22110552763819
5.750,1.1048,0.01829,0.01104,-0.0923,0.4863,1.0000,naca4421-il,21,30,4,40,200000,60.40459267359213,61.22110552763819
6.000,1.1250,0.01858,0.01128,-0.0910,0.4807,1.0000,naca4421-il,21,30,4,40,200000,60.54897739504844,61.22110552763819
6.250,1.1343,0.01881,0.01156,-0.0876,0.4745,1.0000,naca4421-il,21,30,4,40,200000,60.303030303030305,61.22110552763819
6.500,1.1521,0.01900,0.01172,-0.0858,0.4683,1.0000,naca4421-il,21,30,4,40,200000,60.636842105263156,61.22110552763819
6.750,1.1796,0.01927,0.01187,-0.0859,0.4622,1.0000,naca4421-il,21,30,4,40,200000,61.21432278152569,61.22110552763819
7.000,1.1849,0.01951,0.01221,-0.0817,0.4552,1.0000,naca4421-il,21,30,4,40,200000,60.732957457714,61.22110552763819
7.250,1.2000,0.01966,0.01232,-0.0794,0.4477,1.0000,naca4421-il,21,30,4,40,200000,61.03763987792472,61.22110552763819
7.500,1.2183,0.01990,0.01249,-0.0778,0.4402,1.0000,naca4421-il,21,30,4,40,200000,61.22110552763819,61.22110552763819
7.750,1.2230,0.02013,0.01279,-0.0736,0.4325,1.0000,naca4421-il,21,30,4,40,200000,60.75509190263289,61.22110552763819
8.000,1.2411,0.02035,0.01292,-0.0720,0.4257,1.0000,naca4421-il,21,30,4,40,200000,60.987714987714995,61.22110552763819
8.250,1.2533,0.02073,0.01333,-0.0694,0.4190,1.0000,naca4421-il,21,30,4,40,200000,60.458273034249885,61.22110552763819
8.500,1.2631,0.02108,0.01372,-0.0665,0.4118,1.0000,naca4421-il,21,30,4,40,200000,59.919354838709666,61.22110552763819
8.750,1.2850,0.02138,0.01391,-0.0656,0.4051,1.0000,naca4421-il,21,30,4,40,200000,60.102899906454624,61.22110552763819
9.000,1.2918,0.02189,0.01452,-0.0624,0.3980,1.0000,naca4421-il,21,30,4,40,200000,59.01324805847419,61.22110552763819
9.250,1.3035,0.02232,0.01496,-0.0600,0.3908,1.0000,naca4421-il,21,30,4,40,200000,58.40053763440861,61.22110552763819
9.500,1.3228,0.02273,0.01529,-0.0589,0.3841,1.0000,naca4421-il,21,30,4,40,200000,58.19621645402552,61.22110552763819
9.750,1.3283,0.02338,0.01605,-0.0558,0.3765,1.0000,naca4421-il,21,30,4,40,200000,56.81351582549187,61.22110552763819
10.000,1.3432,0.02386,0.01647,-0.0542,0.3696,1.0000,naca4421-il,21,30,4,40,200000,56.29505448449287,61.22110552763819
10.250,1.3534,0.02454,0.01720,-0.0520,0.3623,1.0000,naca4421-il,21,30,4,40,200000,55.15077424612877,61.22110552763819
10.500,1.3621,0.02525,0.01795,-0.0496,0.3548,1.0000,naca4421-il,21,30,4,40,200000,53.94455445544555,61.22110552763819
10.750,1.3776,0.02585,0.01847,-0.0483,0.3478,1.0000,naca4421-il,21,30,4,40,200000,53.292069632495156,61.22110552763819
11.000,1.3822,0.02681,0.01954,-0.0457,0.3401,1.0000,naca4421-il,21,30,4,40,200000,51.55538977993287,61.22110552763819
11.250,1.3954,0.02752,0.02017,-0.0442,0.3331,1.0000,naca4421-il,21,30,4,40,200000,50.70494186046512,61.22110552763819
11.500,1.4012,0.02859,0.02133,-0.0420,0.3255,1.0000,naca4421-il,21,30,4,40,200000,49.01014340678559,61.22110552763819
11.750,1.4092,0.02957,0.02231,-0.0401,0.3180,1.0000,naca4421-il,21,30,4,40,200000,47.656408522150834,61.22110552763819
12.000,1.4172,0.03065,0.02340,-0.0383,0.3106,1.0000,naca4421-il,21,30,4,40,200000,46.23817292006525,61.22110552763819
12.250,1.4224,0.03190,0.02469,-0.0364,0.3028,1.0000,naca4421-il,21,30,4,40,200000,44.58934169278997,61.22110552763819
12.500,1.4312,0.03303,0.02577,-0.0349,0.2956,1.0000,naca4421-il,21,30,4,40,200000,43.33030578262186,61.22110552763819
12.750,1.4335,0.03457,0.02740,-0.0330,0.2877,1.0000,naca4421-il,21,30,4,40,200000,41.46658952849292,61.22110552763819
13.000,1.4423,0.03577,0.02850,-0.0316,0.2803,1.0000,naca4421-il,21,30,4,40,200000,40.32149846239865,61.22110552763819
13.250,1.4417,0.03767,0.03052,-0.0299,0.2722,1.0000,naca4421-il,21,30,4,40,200000,38.27183435094239,61.22110552763819
13.500,1.4501,0.03897,0.03170,-0.0286,0.2646,1.0000,naca4421-il,21,30,4,40,200000,37.21067487811137,61.22110552763819
13.750,1.4475,0.04122,0.03410,-0.0271,0.2565,1.0000,naca4421-il,21,30,4,40,200000,35.11644832605531,61.22110552763819
14.000,1.4543,0.04272,0.03546,-0.0259,0.2488,1.0000,naca4421-il,21,30,4,40,200000,34.04260299625468,61.22110552763819
14.250,1.4494,0.04535,0.03825,-0.0246,0.2405,1.0000,naca4421-il,21,30,4,40,200000,31.960308710033075,61.22110552763819
14.500,1.4536,0.04715,0.03993,-0.0235,0.2328,1.0000,naca4421-il,21,30,4,40,200000,30.82926829268293,61.22110552763819
14.750,1.4480,0.05007,0.04300,-0.0226,0.2245,1.0000,naca4421-il,21,30,4,40,200000,28.919512682244854,61.22110552763819
15.000,1.4493,0.05227,0.04510,-0.0217,0.2170,1.0000,naca4421-il,21,30,4,40,200000,27.727185766213893,61.22110552763819
15.250,1.4441,0.05536,0.04830,-0.0211,0.2091,1.0000,naca4421-il,21,30,4,40,200000,26.085621387283236,61.22110552763819
15.500,1.4446,0.05775,0.05062,-0.0204,0.2022,1.0000,naca4421-il,21,30,4,40,200000,25.014718614718614,61.22110552763819
15.750,1.4401,0.06092,0.05389,-0.0201,0.1951,1.0000,naca4421-il,21,30,4,40,200000,23.63919894944189,61.22110552763819
16.000,1.4426,0.06317,0.05603,-0.0196,0.1892,1.0000,naca4421-il,21,30,4,40,200000,22.83678961532373,61.22110552763819
16.250,1.4393,0.06634,0.05934,-0.0194,0.1833,1.0000,naca4421-il,21,30,4,40,200000,21.69580946638529,61.22110552763819
16.500,1.4409,0.06884,0.06180,-0.0192,0.1782,1.0000,naca4421-il,21,30,4,40,200000,20.93114468332365,61.22110552763819
16.750,1.4423,0.07140,0.06439,-0.0190,0.1733,1.0000,naca4421-il,21,30,4,40,200000,20.200280112044815,61.22110552763819
17.000,1.4412,0.07437,0.06743,-0.0190,0.1686,1.0000,naca4421-il,21,30,4,40,200000,19.378781766841467,61.22110552763819
17.250,1.4477,0.07625,0.06922,-0.0187,0.1644,1.0000,naca4421-il,21,30,4,40,200000,18.986229508196722,61.22110552763819
17.500,1.4463,0.07932,0.07240,-0.0189,0.1603,1.0000,naca4421-il,21,30,4,40,200000,18.233736762481087,61.22110552763819
17.750,1.4463,0.08223,0.07537,-0.0191,0.1563,1.0000,naca4421-il,21,30,4,40,200000,17.58847136081722,61.22110552763819
18.000,1.4538,0.08400,0.07705,-0.0189,0.1526,1.0000,naca4421-il,21,30,4,40,200000,17.307142857142857,61.22110552763819
18.250,1.4530,0.08700,0.08015,-0.0192,0.1491,1.0000,naca4421-il,21,30,4,40,200000,16.70114942528736,61.22110552763819
18.500,1.4523,0.09006,0.08330,-0.0196,0.1455,1.0000,naca4421-il,21,30,4,40,200000,16.12591605596269,61.22110552763819
18.750,1.4567,0.09234,0.08556,-0.0198,0.1422,1.0000,naca4421-il,21,30,4,40,200000,15.775395278319255,61.22110552763819
19.000,1.4636,0.09424,0.08743,-0.0198,0.1390,1.0000,naca4421-il,21,30,4,40,200000,15.53056027164686,61.22110552763819
19.250,1.4589,0.09792,0.09126,-0.0206,0.1359,1.0000,naca4421-il,21,30,4,40,200000,14.89889705882353,61.22110552763819
-19.750,-0.9805,0.08344,0.07962,-0.0909,1.0000,0.0436,naca4421-il,21,30,4,40,1000000,-11.750958772770854,103.05962854349951
-19.500,-0.9971,0.07828,0.07438,-0.0932,1.0000,0.0439,naca4421-il,21,30,4,40,1000000,-12.737608584568216,103.05962854349951
-19.250,-1.0148,0.07317,0.06918,-0.0954,1.0000,0.0443,naca4421-il,21,30,4,40,1000000,-13.869072024053573,103.05962854349951
-19.000,-1.0341,0.06805,0.06398,-0.0973,1.0000,0.0446,naca4421-il,21,30,4,40,1000000,-15.19617927994122,103.05962854349951
-18.750,-1.0541,0.06308,0.05892,-0.0990,1.0000,0.0449,naca4421-il,21,30,4,40,1000000,-16.710526315789476,103.05962854349951
-18.500,-1.0749,0.05829,0.05403,-0.1003,1.0000,0.0451,naca4421-il,21,30,4,40,1000000,-18.440555841482244,103.05962854349951
-18.250,-1.0967,0.05368,0.04932,-0.1013,1.0000,0.0453,naca4421-il,21,30,4,40,1000000,-20.43032786885246,103.05962854349951
-18.000,-1.1167,0.04961,0.04515,-0.1015,1.0000,0.0455,naca4421-il,21,30,4,40,1000000,-22.509574682523684,103.05962854349951
-17.500,-1.1664,0.04160,0.03695,-0.1005,1.0000,0.0459,naca4421-il,21,30,4,40,1000000,-28.038461538461544,103.05962854349951
-17.250,-1.1777,0.03744,0.03270,-0.1025,0.9992,0.0464,naca4421-il,21,30,4,40,1000000,-31.45566239316239,103.05962854349951
-17.000,-1.1718,0.03398,0.02916,-0.1059,0.9976,0.0470,naca4421-il,21,30,4,40,1000000,-34.484991171277215,103.05962854349951
-16.750,-1.1600,0.03131,0.02642,-0.1088,0.9958,0.0477,naca4421-il,21,30,4,40,1000000,-37.04886617694027,103.05962854349951
-16.500,-1.1439,0.02916,0.02421,-0.1113,0.9943,0.0484,naca4421-il,21,30,4,40,1000000,-39.22839506172839,103.05962854349951
-16.250,-1.1242,0.02741,0.02239,-0.1137,0.9930,0.0492,naca4421-il,21,30,4,40,1000000,-41.01422838380154,103.05962854349951
-16.000,-1.1017,0.02595,0.02087,-0.1159,0.9920,0.0499,naca4421-il,21,30,4,40,1000000,-42.45472061657032,103.05962854349951
-15.750,-1.0848,0.02453,0.01939,-0.1169,0.9889,0.0506,naca4421-il,21,30,4,40,1000000,-44.22339991846718,103.05962854349951
-15.500,-1.0687,0.02290,0.01772,-0.1183,0.9858,0.0517,naca4421-il,21,30,4,40,1000000,-46.66812227074236,103.05962854349951
-15.250,-1.0464,0.02168,0.01648,-0.1198,0.9837,0.0527,naca4421-il,21,30,4,40,1000000,-48.26568265682656,103.05962854349951
-15.000,-1.0206,0.02070,0.01546,-0.1213,0.9821,0.0539,naca4421-il,21,30,4,40,1000000,-49.30434782608695,103.05962854349951
-14.750,-0.9936,0.01993,0.01463,-0.1227,0.9803,0.0550,naca4421-il,21,30,4,40,1000000,-49.85449071751129,103.05962854349951
-14.500,-0.9753,0.01904,0.01371,-0.1225,0.9761,0.0563,naca4421-il,21,30,4,40,1000000,-51.22373949579831,103.05962854349951
-14.250,-0.9592,0.01823,0.01289,-0.1217,0.9704,0.0576,naca4421-il,21,30,4,40,1000000,-52.61656609983544,103.05962854349951
-14.000,-0.9396,0.01757,0.01220,-0.1211,0.9659,0.0590,naca4421-il,21,30,4,40,1000000,-53.47751849743882,103.05962854349951
-13.750,-0.9234,0.01708,0.01166,-0.1195,0.9596,0.0603,naca4421-il,21,30,4,40,1000000,-54.06323185011709,103.05962854349951
